age,monthly_income,employment_years,credit_score,existing_emi,loan_amount,loan_term_months,employment_type,city_tier,loan_approved
50,150970,1,551,36664,1054059,24,Self-employed,Tier 3,1
55,22135,4,557,39709,1099671,60,Self-employed,Tier 3,0
41,155701,4,799,46232,416349,12,Self-employed,Tier 3,1
57,127472,18,688,38014,1794919,72,Self-employed,Tier 3,1
25,143147,20,673,41152,1078719,60,Salaried,Tier 2,1
39,234192,11,777,27250,1636987,84,Self-employed,Tier 1,1
34,107087,17,559,20229,1585460,12,Self-employed,Tier 2,0
46,214103,3,761,48137,771975,12,Salaried,Tier 3,1
24,51380,16,661,16475,538409,48,Self-employed,Tier 3,0
45,147951,9,557,46412,881710,72,Salaried,Tier 2,0
45,35071,19,841,43876,1982919,72,Self-employed,Tier 2,1
38,38074,5,802,29011,101999,84,Self-employed,Tier 3,1
60,239796,13,563,8128,1916161,60,Self-employed,Tier 1,1
28,85843,10,789,32450,1379064,36,Self-employed,Tier 3,1
59,57901,10,791,18897,1853713,84,Self-employed,Tier 2,1
60,29205,17,698,8168,1660520,48,Self-employed,Tier 3,1
34,204733,17,785,6861,251587,72,Salaried,Tier 3,1
52,142661,10,716,41758,1883451,12,Salaried,Tier 1,1
58,23906,20,569,13750,313356,72,Self-employed,Tier 3,0
53,151663,11,765,16988,1743249,84,Self-employed,Tier 3,1
43,143576,4,684,2979,190073,36,Salaried,Tier 3,1
35,80987,8,678,23524,1177360,24,Salaried,Tier 2,1
53,212442,8,843,7065,935155,24,Self-employed,Tier 2,1
45,98685,9,795,37684,393288,72,Self-employed,Tier 1,1
37,128454,18,738,23184,605656,72,Self-employed,Tier 3,1
53,123487,0,593,33365,1824755,48,Self-employed,Tier 2,0
22,72400,6,635,23704,1159736,72,Self-employed,Tier 1,0
34,174222,3,593,5622,731214,36,Self-employed,Tier 3,1
60,49852,0,694,18261,322859,72,Salaried,Tier 1,1
60,191942,14,600,44932,1573493,60,Self-employed,Tier 1,0
59,70756,7,791,28419,633072,84,Self-employed,Tier 1,1
26,133357,11,843,34467,441337,36,Salaried,Tier 1,1
26,137052,17,600,25605,1460364,48,Salaried,Tier 1,1
23,74481,14,815,29171,1125373,60,Salaried,Tier 1,1
27,19283,16,669,22164,1408293,60,Salaried,Tier 1,0
28,51691,13,749,49868,1961128,84,Self-employed,Tier 3,1
35,150197,13,797,46197,1637644,24,Salaried,Tier 3,1
49,216137,17,619,13796,612193,36,Salaried,Tier 1,1
53,44170,19,606,36854,989077,84,Self-employed,Tier 3,1
50,26438,17,588,31320,1738913,60,Salaried,Tier 1,0
59,38095,15,838,665,703939,48,Salaried,Tier 3,1
47,165226,0,567,32694,1656223,84,Self-employed,Tier 2,0
56,157076,10,769,24230,378206,24,Self-employed,Tier 1,1
49,27752,14,793,22995,1696255,60,Self-employed,Tier 2,1
58,73426,11,847,26784,1404183,84,Self-employed,Tier 1,1
53,44819,7,832,14605,149596,36,Self-employed,Tier 1,1
57,110051,19,623,17463,1870278,24,Self-employed,Tier 2,0
47,173289,5,659,8419,931450,36,Self-employed,Tier 2,1
53,237780,2,729,47952,1901579,36,Salaried,Tier 2,1
24,50994,12,581,33837,1096072,36,Salaried,Tier 1,0
42,164108,12,783,5263,724502,84,Self-employed,Tier 2,1
22,226347,1,831,48877,861536,24,Salaried,Tier 2,1
30,115756,4,574,40719,58625,84,Self-employed,Tier 3,1
25,198488,16,828,45687,1399919,84,Salaried,Tier 3,1
30,158659,5,775,34131,1481445,84,Self-employed,Tier 2,1
53,113665,1,606,37276,459142,60,Salaried,Tier 2,0
58,149717,3,729,34523,343362,72,Self-employed,Tier 2,1
33,180002,10,781,519,1798408,12,Salaried,Tier 2,1
51,99835,7,836,31106,404060,60,Self-employed,Tier 3,1
56,140232,11,613,44504,1221758,24,Salaried,Tier 1,0
44,179162,7,781,10514,1643430,12,Salaried,Tier 2,1
35,236561,10,838,47456,1131781,12,Self-employed,Tier 2,1
49,201214,19,762,7233,1207660,12,Salaried,Tier 3,1
28,175547,7,807,1102,79717,72,Salaried,Tier 2,1
25,167960,7,567,597,1803920,84,Salaried,Tier 2,0
49,61732,16,724,46715,943724,48,Salaried,Tier 3,1
24,230695,19,778,19657,992639,24,Salaried,Tier 2,1
32,64305,19,775,45009,1782100,72,Self-employed,Tier 2,1
22,195109,15,633,38549,1041993,72,Self-employed,Tier 3,1
47,27346,13,840,43565,1399282,48,Salaried,Tier 1,1
51,18587,10,795,6256,1560902,12,Self-employed,Tier 2,1
56,30763,6,659,43148,70169,84,Salaried,Tier 2,1
56,208237,15,803,29401,1027362,48,Self-employed,Tier 1,1
46,87615,12,637,41548,858036,48,Salaried,Tier 3,1
47,185188,14,621,6554,401814,72,Salaried,Tier 1,1
25,138987,15,579,12664,426749,24,Salaried,Tier 2,1
40,234823,20,721,42367,1449458,36,Salaried,Tier 1,1
31,109353,8,726,48279,1492476,84,Self-employed,Tier 3,1
30,239373,2,688,24386,702428,48,Self-employed,Tier 2,1
60,113648,18,743,4846,152537,84,Self-employed,Tier 3,1
58,43556,19,735,26205,1869201,48,Salaried,Tier 3,1
26,77042,4,767,25570,685589,12,Self-employed,Tier 1,1
28,36099,9,713,30255,320151,84,Self-employed,Tier 1,1
43,127089,16,710,21182,951347,12,Salaried,Tier 3,1
46,194168,14,562,39373,1330280,72,Salaried,Tier 3,1
32,221058,7,845,43019,1215995,12,Salaried,Tier 2,1
46,162302,14,638,16043,1402507,84,Self-employed,Tier 3,1
33,178081,20,591,45532,886014,60,Self-employed,Tier 3,1
60,220041,13,759,35754,1828727,84,Salaried,Tier 1,1
38,51866,19,778,400,803158,48,Self-employed,Tier 3,1
45,123400,6,824,19239,1968637,12,Salaried,Tier 3,1
53,102246,20,828,10416,842214,24,Self-employed,Tier 1,1
60,94975,11,800,3412,641058,60,Salaried,Tier 2,1
32,190927,16,757,16440,1680509,72,Self-employed,Tier 1,1
56,99557,16,689,24406,1726373,36,Self-employed,Tier 1,1
24,155488,9,829,1875,1329372,48,Self-employed,Tier 3,1
25,90516,18,583,37066,865636,48,Salaried,Tier 3,1
57,204987,13,567,36536,1640016,24,Salaried,Tier 2,0
28,167130,10,606,5752,1622730,36,Salaried,Tier 3,0
48,225709,1,661,21217,498402,36,Self-employed,Tier 2,1
51,189790,17,554,12489,1861836,72,Salaried,Tier 2,1
29,50602,6,731,1353,402699,72,Self-employed,Tier 2,1
49,223730,11,562,26986,266096,60,Salaried,Tier 2,1
34,227184,1,834,21371,808019,48,Salaried,Tier 3,1
60,207139,19,808,39365,331833,12,Self-employed,Tier 1,1
42,176588,17,639,14691,1804626,72,Self-employed,Tier 1,1
31,147295,5,653,4311,1585834,24,Salaried,Tier 3,1
43,105969,9,735,48075,395395,24,Salaried,Tier 3,1
21,150161,19,799,10794,1286968,24,Self-employed,Tier 2,1
57,186418,14,804,2934,1031730,84,Self-employed,Tier 3,1
41,223735,4,625,16406,1810027,72,Salaried,Tier 1,1
46,159559,19,657,10394,1467285,72,Self-employed,Tier 3,0
56,18155,2,705,26872,1571093,24,Salaried,Tier 3,1
43,141950,4,631,41708,1137288,72,Salaried,Tier 2,1
21,85494,7,626,49956,831675,84,Salaried,Tier 2,1
60,94229,7,807,41093,286502,12,Self-employed,Tier 2,1
35,122648,7,676,20800,1294925,12,Salaried,Tier 2,0
41,56547,11,831,43397,1410352,60,Salaried,Tier 1,1
29,46795,7,637,37909,1005535,48,Self-employed,Tier 3,0
29,204368,10,753,21352,1643342,12,Self-employed,Tier 3,1
30,39447,13,565,36439,72551,60,Self-employed,Tier 2,1
46,185670,7,700,28312,1146644,36,Salaried,Tier 1,1
55,190886,9,803,40060,143608,48,Self-employed,Tier 1,1
45,239823,6,737,15438,609849,12,Self-employed,Tier 3,1
46,224402,16,581,23385,1232540,84,Salaried,Tier 2,1
31,247817,3,820,44999,336539,36,Salaried,Tier 3,1
58,105960,12,554,18482,1641620,60,Salaried,Tier 3,1
22,81278,3,718,32471,297652,12,Salaried,Tier 1,1
27,73077,4,730,47279,1002155,12,Self-employed,Tier 1,1
38,130782,3,727,43877,301227,72,Salaried,Tier 3,1
47,120932,17,692,41212,378477,36,Self-employed,Tier 2,1
54,220978,5,797,48373,516961,12,Salaried,Tier 2,1
47,158600,1,676,13026,549755,24,Salaried,Tier 3,1
37,242884,10,812,42089,754666,84,Self-employed,Tier 3,1
44,199172,13,589,19648,1775282,72,Self-employed,Tier 2,0
45,127869,4,804,5435,1998569,72,Self-employed,Tier 2,1
27,157251,5,692,8493,1913032,12,Salaried,Tier 2,1
26,66781,9,789,6691,800310,84,Salaried,Tier 3,1
44,204339,7,777,2763,1610560,72,Self-employed,Tier 1,1
53,231451,13,747,20389,1532610,48,Self-employed,Tier 2,1
49,173024,2,614,31498,1628811,36,Salaried,Tier 2,0
42,71798,11,560,36009,1042657,48,Self-employed,Tier 2,0
46,116696,15,657,35825,1578032,60,Self-employed,Tier 3,0
48,68939,16,575,16934,177192,48,Salaried,Tier 1,1
41,47516,0,700,5574,1880455,84,Self-employed,Tier 1,1
27,205598,9,770,38179,930670,24,Salaried,Tier 2,1
37,159521,9,786,1587,1428148,72,Salaried,Tier 3,1
40,68290,20,786,42782,997258,84,Salaried,Tier 1,1
40,144688,1,768,38688,375499,72,Self-employed,Tier 3,1
42,104661,8,700,11688,1550033,24,Self-employed,Tier 1,1
48,90954,12,672,4409,512176,72,Self-employed,Tier 2,1
60,40746,15,693,5783,832780,48,Self-employed,Tier 3,1
27,85990,17,738,33480,288826,60,Salaried,Tier 2,1
21,76810,18,804,26751,1767354,12,Salaried,Tier 1,1
52,136362,11,617,38174,800782,24,Self-employed,Tier 1,1
33,232369,7,653,12041,1854255,48,Self-employed,Tier 2,1
50,164295,16,708,23227,531809,84,Self-employed,Tier 1,1
43,221309,14,849,35201,1284832,48,Self-employed,Tier 2,1
39,151669,9,639,36069,1042934,48,Salaried,Tier 2,1
52,214749,14,805,16654,1868182,12,Self-employed,Tier 2,1
50,20659,14,769,26370,222905,36,Salaried,Tier 1,1
49,104516,6,558,29482,443781,72,Self-employed,Tier 3,0
49,92567,12,561,11586,1116978,72,Self-employed,Tier 2,1
50,33037,16,793,5322,1272493,84,Self-employed,Tier 3,1
36,144498,8,731,13932,1698715,60,Salaried,Tier 1,1
60,195810,7,833,29299,1111410,84,Self-employed,Tier 1,1
39,220750,19,648,25179,642138,36,Salaried,Tier 3,1
38,30109,20,746,5257,87180,72,Salaried,Tier 2,1
21,40010,17,775,46501,1495675,60,Self-employed,Tier 1,1
34,26787,12,652,46136,683976,84,Salaried,Tier 2,1
22,157544,15,655,9777,1305235,60,Salaried,Tier 2,1
48,172455,8,607,11249,1467240,48,Salaried,Tier 3,1
50,79709,11,627,21390,1896703,24,Self-employed,Tier 1,0
58,218857,11,624,20369,1225711,48,Salaried,Tier 3,1
24,52518,5,591,12881,204195,12,Salaried,Tier 1,1
21,71909,18,730,9587,1681345,72,Self-employed,Tier 3,1
28,36351,6,582,28264,647726,60,Self-employed,Tier 1,0
49,218696,2,620,8791,685779,84,Salaried,Tier 1,1
59,202402,15,605,41473,572741,24,Salaried,Tier 1,1
23,33282,17,654,22375,460789,84,Salaried,Tier 2,0
52,233938,15,749,22611,1744708,72,Salaried,Tier 2,1
30,170850,6,650,42026,407054,60,Self-employed,Tier 3,1
30,173336,3,805,7833,1155070,60,Self-employed,Tier 3,1
39,208747,7,623,47013,455504,48,Salaried,Tier 1,1
54,23075,12,720,15754,1931986,24,Self-employed,Tier 1,1
53,225020,12,692,42048,1039924,24,Salaried,Tier 2,1
43,197526,16,715,12577,429989,72,Self-employed,Tier 2,1
48,46365,16,810,31095,781455,60,Self-employed,Tier 2,1
52,221838,4,770,21248,1153248,24,Salaried,Tier 3,1
27,197272,5,632,35282,1684685,24,Salaried,Tier 2,0
49,29002,18,731,36737,1968669,84,Salaried,Tier 3,1
28,31947,12,559,31891,119224,72,Salaried,Tier 2,0
21,228294,13,553,24124,1974413,48,Self-employed,Tier 2,0
23,112840,3,841,4566,1079922,84,Self-employed,Tier 1,1
44,134219,6,830,2196,284745,84,Salaried,Tier 3,1
43,96610,7,764,31115,104796,36,Self-employed,Tier 2,1
28,70142,12,647,49941,1536498,12,Self-employed,Tier 1,0
57,74307,5,650,19859,1751418,36,Salaried,Tier 3,1
23,153565,5,558,11345,1484497,24,Salaried,Tier 3,0
53,68085,20,610,34077,316167,60,Self-employed,Tier 2,1
48,52228,2,695,864,1868222,12,Salaried,Tier 3,1
28,228748,2,612,12055,787996,12,Salaried,Tier 1,1
54,200947,12,670,38157,1266383,60,Self-employed,Tier 1,1
55,180727,1,775,19747,1957967,12,Self-employed,Tier 3,1
52,61472,15,654,44484,613506,60,Salaried,Tier 1,0
44,67437,5,809,11978,979717,12,Self-employed,Tier 3,1
34,198488,7,804,24599,1593311,84,Salaried,Tier 1,1
52,77711,7,756,35771,565729,72,Salaried,Tier 3,1
36,155888,5,577,46942,1328342,72,Self-employed,Tier 3,0
24,95175,13,719,46540,864892,36,Self-employed,Tier 3,1
57,82307,2,625,17615,901112,84,Salaried,Tier 1,0
41,64733,9,665,40727,1129593,12,Salaried,Tier 3,1
34,146202,2,618,44748,1066040,48,Salaried,Tier 3,1
51,113028,11,783,39349,404182,60,Self-employed,Tier 2,1
38,160312,16,550,29377,998494,84,Salaried,Tier 2,0
27,247306,4,716,30031,593803,12,Self-employed,Tier 3,1
30,110493,19,767,49573,1521783,72,Salaried,Tier 2,1
27,143149,8,822,42733,450850,72,Self-employed,Tier 3,1
53,247416,20,800,11760,258106,60,Salaried,Tier 2,1
43,220435,19,723,47690,996881,48,Self-employed,Tier 1,1
41,181834,6,719,33714,869433,12,Salaried,Tier 1,1
39,26259,3,795,25762,1624255,12,Salaried,Tier 3,1
39,199211,12,639,34332,770566,48,Salaried,Tier 3,1
56,146775,12,598,40100,1732252,48,Salaried,Tier 1,0
49,32849,9,843,4944,1402935,48,Self-employed,Tier 1,1
38,99768,17,699,48825,654008,72,Self-employed,Tier 2,1
22,124108,16,681,13877,339258,60,Self-employed,Tier 3,1
21,107709,19,608,29990,1765818,84,Self-employed,Tier 1,1
25,72869,19,748,42907,949574,48,Self-employed,Tier 1,1
40,144888,12,764,34076,722633,60,Salaried,Tier 3,1
31,81095,16,598,49538,1466926,36,Self-employed,Tier 2,0
22,135886,3,781,3258,1668511,12,Self-employed,Tier 2,1
23,88910,0,796,31629,1574457,12,Self-employed,Tier 2,1
43,235782,0,788,37579,1818828,24,Self-employed,Tier 2,1
32,41567,14,717,22958,616967,36,Salaried,Tier 1,0
40,53292,12,597,39465,1361147,84,Salaried,Tier 3,1
25,92813,16,600,20317,1850888,48,Salaried,Tier 3,1
57,115136,7,848,15775,640555,48,Salaried,Tier 1,1
58,69631,17,647,11039,50799,84,Self-employed,Tier 1,1
50,27885,12,765,29097,1416379,72,Self-employed,Tier 1,1
29,208731,13,726,34207,1586201,36,Salaried,Tier 3,1
54,203378,7,629,22553,1629889,48,Salaried,Tier 3,0
55,84314,7,734,44402,588769,24,Self-employed,Tier 3,1
42,83087,14,576,55,337555,60,Self-employed,Tier 2,0
44,178237,12,744,23161,1850830,12,Salaried,Tier 1,1
37,208001,6,763,32873,1728792,36,Salaried,Tier 1,1
30,216100,4,663,35969,697302,12,Salaried,Tier 1,1
50,113998,16,791,15184,458177,60,Salaried,Tier 3,1
43,67812,15,673,669,1513559,36,Self-employed,Tier 1,1
52,199572,1,625,12663,564111,60,Self-employed,Tier 1,1
37,228223,17,745,25318,1150266,48,Self-employed,Tier 2,1
37,76643,16,593,33734,627158,84,Salaried,Tier 3,1
34,62900,6,735,16691,1074040,48,Self-employed,Tier 1,1
29,192018,12,795,18522,741495,84,Self-employed,Tier 3,1
60,156923,17,633,11656,136928,48,Salaried,Tier 3,1
22,34288,13,756,15893,1620497,60,Salaried,Tier 3,1
45,90692,17,700,45857,784158,60,Salaried,Tier 2,1
59,216652,12,705,16493,645053,60,Salaried,Tier 3,1
29,156440,10,565,3632,1384492,12,Salaried,Tier 3,1
42,103436,20,714,30336,855231,60,Salaried,Tier 3,1
24,245208,20,694,23112,1472771,48,Self-employed,Tier 1,1
46,64403,15,586,38452,704229,24,Self-employed,Tier 2,1
49,109170,16,594,13266,1122131,60,Self-employed,Tier 1,1
54,27168,7,755,16940,1977160,24,Self-employed,Tier 2,0
43,235569,18,611,24003,1487939,84,Self-employed,Tier 2,1
57,67879,19,568,32872,1496053,48,Self-employed,Tier 3,0
31,77871,14,849,34815,431977,60,Salaried,Tier 3,1
26,238460,8,556,30869,905434,12,Salaried,Tier 1,0
38,247718,19,798,49297,358697,12,Salaried,Tier 2,1
41,50174,9,666,17257,1363808,84,Self-employed,Tier 3,1
56,248823,11,617,16682,1668647,24,Self-employed,Tier 3,1
58,241563,20,583,19622,575403,72,Salaried,Tier 3,0
54,155653,19,743,30408,1037618,12,Salaried,Tier 3,1
37,128155,0,604,8837,773486,12,Salaried,Tier 1,1
57,89853,19,815,15407,122908,12,Salaried,Tier 1,1
45,82046,8,591,29309,1691973,48,Salaried,Tier 3,0
58,67678,14,846,6382,1887986,12,Self-employed,Tier 3,1
32,44649,0,780,27654,421087,36,Self-employed,Tier 3,1
43,145795,11,559,18895,59422,60,Self-employed,Tier 3,1
42,106668,2,677,33551,224698,84,Salaried,Tier 3,1
41,231397,10,728,21376,663521,12,Self-employed,Tier 2,1
47,163639,1,742,370,892606,72,Salaried,Tier 2,1
51,229476,15,641,48676,1588148,72,Self-employed,Tier 2,0
26,107906,8,780,486,1136319,12,Salaried,Tier 2,1
47,114019,14,627,23762,1824397,12,Salaried,Tier 3,1
60,211016,11,634,26613,500415,36,Self-employed,Tier 2,1
54,96002,0,579,47268,1491008,12,Self-employed,Tier 2,0
32,46803,12,762,3196,703288,12,Self-employed,Tier 1,1
27,167302,13,598,42320,1483498,60,Self-employed,Tier 2,1
30,166934,7,814,29401,1652294,72,Self-employed,Tier 2,1
37,192427,7,694,35029,78834,36,Salaried,Tier 3,1
46,180331,11,618,10813,598723,72,Self-employed,Tier 2,1
41,248147,0,607,41916,1185788,36,Self-employed,Tier 2,1
48,236517,10,734,8572,1678661,72,Salaried,Tier 3,1
22,48795,7,611,47776,486770,12,Self-employed,Tier 2,0
21,26770,9,845,28225,628843,72,Salaried,Tier 3,1
56,29093,18,715,45853,135350,72,Self-employed,Tier 2,1
46,195643,10,720,49390,64716,36,Self-employed,Tier 1,1
49,149265,6,612,32275,1158837,84,Salaried,Tier 1,1
41,118311,10,696,6843,995032,24,Self-employed,Tier 2,1
31,35569,16,710,1105,838427,36,Self-employed,Tier 1,1
60,29190,0,690,43209,1645278,36,Self-employed,Tier 3,0
31,80824,20,646,31639,1767780,36,Self-employed,Tier 2,1
56,191824,20,770,42487,742019,48,Salaried,Tier 3,1
59,181399,7,592,18051,1114098,84,Salaried,Tier 1,1
60,60070,5,841,28708,1597241,48,Self-employed,Tier 3,1
55,234997,17,657,35459,1490352,48,Self-employed,Tier 1,1
54,58197,5,815,11864,1959042,36,Salaried,Tier 1,1
44,20261,4,644,34764,1927330,24,Salaried,Tier 1,0
42,242977,12,811,1425,379782,36,Self-employed,Tier 3,1
25,175584,18,620,49146,937766,12,Salaried,Tier 1,1
53,155788,7,768,6849,1762460,24,Salaried,Tier 2,1
56,104795,8,570,36015,605134,48,Salaried,Tier 1,0
40,46933,16,641,18976,910075,72,Salaried,Tier 2,1
39,153450,2,676,34258,1027600,72,Self-employed,Tier 2,1
55,58583,18,629,47078,1737794,84,Salaried,Tier 2,0
37,130082,10,787,31113,1385119,60,Self-employed,Tier 2,1
54,103371,16,731,49984,780520,84,Self-employed,Tier 3,1
29,178105,20,574,15401,273734,24,Salaried,Tier 2,1
46,173072,18,705,12884,1098278,48,Self-employed,Tier 1,1
22,129032,1,554,18824,794027,24,Self-employed,Tier 2,0
29,224940,7,669,37563,173182,24,Salaried,Tier 1,1
29,60604,18,826,34414,98591,72,Salaried,Tier 3,1
60,217408,6,567,16142,1250362,36,Salaried,Tier 2,1
37,113074,16,747,47074,1073671,12,Self-employed,Tier 1,1
21,244727,5,606,49592,1396597,60,Self-employed,Tier 3,1
45,91869,18,642,5956,134106,48,Self-employed,Tier 3,1
60,23410,5,568,13928,1700882,24,Self-employed,Tier 1,0
45,101375,1,742,9721,411998,60,Salaried,Tier 2,1
59,205116,5,786,11157,214486,24,Self-employed,Tier 3,1
55,212387,4,826,35135,1743696,72,Salaried,Tier 1,1
23,114055,18,776,6696,660864,12,Salaried,Tier 2,1
57,220416,19,782,27862,784303,72,Salaried,Tier 3,1
50,155868,3,589,5190,1877528,60,Salaried,Tier 1,1
58,104716,16,702,4663,1799404,48,Self-employed,Tier 3,1
54,72245,10,676,39830,785062,24,Salaried,Tier 3,1
32,61056,3,786,4331,777468,12,Self-employed,Tier 1,1
39,166781,12,604,44648,142508,72,Salaried,Tier 3,0
57,76557,19,721,28549,1407555,60,Salaried,Tier 1,1
37,35543,16,658,16246,768693,72,Salaried,Tier 2,1
30,186490,8,733,25761,1665328,24,Self-employed,Tier 1,1
32,243683,3,747,3262,948886,24,Salaried,Tier 2,1
36,114038,13,636,46088,728283,48,Salaried,Tier 3,1
44,165796,18,750,7036,1214638,12,Salaried,Tier 1,1
39,21828,2,824,22322,1029359,36,Salaried,Tier 1,1
28,134656,13,760,19131,1952453,72,Self-employed,Tier 1,1
51,35087,7,667,4677,422598,24,Self-employed,Tier 1,0
41,161677,0,740,7972,672672,60,Salaried,Tier 2,1
37,49337,9,591,15329,1821555,72,Salaried,Tier 2,0
43,154554,17,591,37032,751506,48,Self-employed,Tier 3,0
57,83333,15,825,35901,1420752,48,Self-employed,Tier 3,1
36,241613,7,566,44380,1474241,24,Self-employed,Tier 3,0
26,237368,0,832,20493,952810,24,Salaried,Tier 3,1
28,200024,11,807,18595,591428,24,Self-employed,Tier 1,1
45,154535,7,612,21923,314814,84,Salaried,Tier 2,1
38,88448,15,611,46926,1397239,36,Self-employed,Tier 2,0
45,22648,17,649,9735,1667376,24,Self-employed,Tier 2,0
32,148576,3,568,34457,1025315,72,Salaried,Tier 2,1
35,51623,5,566,42531,153565,72,Self-employed,Tier 3,0
46,208228,11,795,7727,720051,84,Salaried,Tier 1,1
46,53634,8,800,7764,941588,84,Self-employed,Tier 2,1
52,193674,14,630,45771,1788198,12,Salaried,Tier 1,1
30,132598,15,588,27599,235964,60,Self-employed,Tier 1,1
36,67334,11,585,818,1648459,24,Self-employed,Tier 1,0
27,86648,13,746,47207,1286855,72,Salaried,Tier 1,1
37,40054,12,707,47845,1096094,84,Salaried,Tier 2,0
43,88028,1,753,37289,1345237,72,Salaried,Tier 2,1
46,40207,2,745,33892,1263088,72,Salaried,Tier 2,0
41,229722,9,765,5660,1369350,84,Self-employed,Tier 3,1
42,248893,8,834,29521,1523042,36,Self-employed,Tier 2,1
27,99554,19,745,38409,1358876,84,Self-employed,Tier 3,1
34,170458,7,701,34470,1338220,84,Self-employed,Tier 3,0
35,101276,9,563,18385,804108,60,Self-employed,Tier 3,1
27,208590,18,695,23296,1992469,84,Self-employed,Tier 2,1
29,70781,2,606,23616,782878,48,Salaried,Tier 2,0
28,201852,4,760,26382,1172767,84,Self-employed,Tier 2,1
43,210512,2,817,11139,1051622,72,Self-employed,Tier 3,1
49,193271,15,759,32060,1199167,24,Salaried,Tier 3,1
38,79035,16,566,22419,1686617,72,Self-employed,Tier 1,0
51,26210,14,835,27785,1602053,60,Self-employed,Tier 3,1
50,62363,2,752,15702,1683384,48,Self-employed,Tier 3,1
59,96279,11,648,29217,316152,84,Salaried,Tier 2,1
55,209420,8,828,39291,1536256,36,Salaried,Tier 1,1
38,204356,20,758,12397,419552,12,Self-employed,Tier 1,1
59,221196,11,678,40879,312640,84,Salaried,Tier 1,1
37,217919,14,837,35169,411911,24,Self-employed,Tier 2,1
34,171504,1,801,26940,1096251,12,Self-employed,Tier 1,1
51,213161,17,814,42249,335356,36,Self-employed,Tier 1,1
44,204470,19,820,28341,1905645,60,Salaried,Tier 2,1
55,248363,11,737,10067,881659,60,Self-employed,Tier 1,1
54,152393,3,763,46144,1574205,36,Self-employed,Tier 3,1
23,99348,15,832,13824,956185,72,Self-employed,Tier 3,1
57,186455,15,760,13444,1218694,36,Self-employed,Tier 3,1
60,131816,0,625,45647,1837282,84,Self-employed,Tier 3,0
46,227754,1,697,48880,322028,24,Salaried,Tier 3,1
43,141053,2,762,33307,166481,48,Self-employed,Tier 3,1
59,228262,20,658,10974,118259,84,Salaried,Tier 3,1
35,201965,19,678,46614,99810,84,Self-employed,Tier 3,1
24,184892,16,559,38383,1228502,84,Salaried,Tier 3,1
49,84262,19,596,29290,1627625,12,Self-employed,Tier 2,1
42,152832,20,645,16016,1881278,12,Self-employed,Tier 2,1
45,171262,0,652,32112,66375,60,Salaried,Tier 3,1
33,85411,19,695,28513,288117,84,Salaried,Tier 2,1
38,41377,5,576,2956,992722,72,Self-employed,Tier 2,0
53,195809,14,769,8077,1260213,60,Salaried,Tier 3,1
36,218641,13,567,36490,152654,24,Salaried,Tier 3,1
22,56211,19,716,44827,869407,36,Self-employed,Tier 2,1
55,231981,14,631,37855,1781009,12,Self-employed,Tier 3,1
54,21744,13,621,43106,250798,84,Self-employed,Tier 3,0
50,42995,20,803,34938,182955,24,Self-employed,Tier 3,1
33,166049,4,711,36159,1035926,60,Self-employed,Tier 3,1
33,247010,5,587,39710,1803565,60,Salaried,Tier 2,0
38,52542,16,750,18000,1818106,12,Self-employed,Tier 1,1
52,28651,10,749,13806,124489,60,Salaried,Tier 2,1
52,117239,15,804,47560,582669,72,Self-employed,Tier 1,1
55,96931,11,728,12809,194867,60,Self-employed,Tier 1,1
59,244416,14,584,14855,112999,48,Salaried,Tier 1,1
49,120112,3,631,41876,362051,36,Self-employed,Tier 2,0
49,34715,17,769,29388,906899,60,Salaried,Tier 2,1
36,193481,20,707,6458,1927631,48,Salaried,Tier 2,1
30,173378,2,553,35524,743852,24,Salaried,Tier 2,1
50,168158,7,716,6853,469627,60,Self-employed,Tier 2,1
45,163448,2,753,40477,947156,72,Self-employed,Tier 1,1
59,79350,7,743,32222,1250182,24,Self-employed,Tier 2,0
40,89425,17,784,18320,1520973,84,Self-employed,Tier 1,1
25,185708,9,755,28618,415213,60,Self-employed,Tier 2,1
21,104120,19,699,45615,594284,12,Self-employed,Tier 2,1
50,132889,16,708,17352,1826025,48,Salaried,Tier 3,1
23,200721,7,828,7297,1204258,48,Self-employed,Tier 1,1
34,183682,10,715,27940,395753,12,Self-employed,Tier 2,1
50,159130,4,617,49024,559220,36,Self-employed,Tier 2,1
24,92637,12,637,3203,1040170,84,Self-employed,Tier 2,1
38,227105,20,766,39267,1783341,72,Salaried,Tier 3,1
57,88194,4,550,37941,1462210,48,Salaried,Tier 1,0
45,94917,12,684,17273,1880836,24,Salaried,Tier 2,1
21,82200,5,734,25368,121325,72,Salaried,Tier 2,1
35,123848,4,689,11650,1651794,48,Salaried,Tier 2,1
29,124022,8,655,30984,426570,84,Self-employed,Tier 3,1
35,195691,15,682,41941,1116105,36,Salaried,Tier 2,1
44,166226,1,657,7382,627834,84,Salaried,Tier 1,1
24,168611,0,727,801,1368662,24,Self-employed,Tier 1,1
32,78058,7,847,41002,1892556,84,Self-employed,Tier 1,1
57,80068,18,695,46665,1510088,72,Salaried,Tier 1,1
57,226385,10,623,47965,756376,24,Self-employed,Tier 2,1
26,117932,11,657,19733,672068,12,Self-employed,Tier 3,1
59,179445,11,671,9969,1361016,60,Salaried,Tier 3,1
44,182226,6,566,35969,1166521,12,Self-employed,Tier 3,0
31,155103,12,745,16733,109980,72,Salaried,Tier 2,1
33,242605,7,846,32449,893214,60,Salaried,Tier 3,1
